"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2026_partial_value","x2026_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","tax_load","loaded_cap","final_mv_bed","year_blt","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","total_land_val","impr_name","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key"
"1694","16-18-307-003-0000","16-18-307-003-0000","910 S GROVE OAK PARK","27001","5-17","57:OFFICE-SINGLETENANT","3487",NA,"244000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2206",NA,NA,NA,NA,NA,"42443.44","0.0925","0.081500426","0.174000426",NA,NA,"C","26","57356","0.075","53054.3","0.2","4","0","0","110.574441926941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111584",NA,NA,NA,NA,NA,NA,NA,NA
"1695","16-18-224-005-0000","16-18-224-005-0000","814 S OAK PARK OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","9450",NA,"755000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"8052",NA,NA,NA,NA,NA,"125655.16392","0.085","0.081500426","0.166500426",NA,NA,"C","21.06","169575.12","0.05","161096.364","0.22","4","0","0","93.7262466823959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302400",NA,NA,NA,NA,NA,NA,NA,NA
"1696","16-18-424-035-0000","16-18-424-035-0000","6638  ROOSEVELT OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","3125",NA,"330000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2975",NA,NA,NA,NA,NA,"54997.2423","0.085","0.081500426","0.166500426",NA,NA,"C","24.948","74220.3","0.05","70509.285","0.22","4","0","0","111.029553762223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1697","16-07-404-004-0000","16-07-404-004-0000","433  SOUTH OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","12480",NA,"766000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"10480",NA,NA,NA,NA,NA,"127481.40288","0.085","0.081500426","0.166500426",NA,NA,"C","16.848","176567.04","0.05","167738.688","0.24","4","0","0","73.0584076703804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399360",NA,NA,NA,NA,NA,NA,NA,NA
"1698","16-06-201-005-0000","16-06-201-005-0000","6711  NORTH OAK PARK","27001","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","3125",NA,"331000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2500",NA,NA,NA,NA,NA,"56686.5","0.09","0.0815007224136895","0.17150072241369",NA,NA,"C","30.6","76500","0.05","72675","0.22","4","0","0","132.212854155243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1699","16-18-205-008-0000","16-18-205-008-0000","507  MADISON OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","6250",NA,"453000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3467",NA,NA,NA,NA,NA,"75358.712","0.085","0.081500426","0.166500426",NA,NA,"C","28.6","99156.2","0.05","94198.39","0.2","4","0","0","130.546212536417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1700","16-18-323-037-0000","16-18-323-036-0000 16-18-323-037-0000","7112  ROOSEVELT OAK PARK","27001","5-90 5-17","76:RETAIL-SINGLE TENANT","6400",NA,"321000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2600",NA,NA,NA,NA,NA,"53405.352","0.085","0.081500426","0.166500426",NA,NA,"C","27.72","72072","0.05","68468.4","0.22","4","0","0","123.366170846914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204800",NA,NA,NA,NA,NA,NA,NA,NA
"1701","16-07-205-011-0000","16-07-205-011-0000","401  CHICAGO OAK PARK","27001","5-17","75:RETAIL-STRIP CENTER","10000",NA,"513000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3571",NA,NA,NA,NA,NA,"82876.19652","0.08","0.081500426","0.161500426",NA,NA,"C","31.32","111843.72","0.05","106251.534","0.22","4","0","0","143.703150355777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320000",NA,NA,NA,NA,NA,NA,NA,NA
"1702","16-18-105-012-0000","16-18-105-012-0000","901  MADISON OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","8550",NA,"555000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3500",NA,NA,NA,NA,NA,"92373.82","0.085","0.0815002672068489","0.166500267206849",NA,NA,"C","33.88","118580","0.05","112651","0.18","4","0","0","158.513379244081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"273600",NA,NA,NA,NA,NA,NA,NA,NA
"1703","16-08-100-001-0000","16-08-100-001-0000 16-08-100-002-0000","329  CHICAGO OAK PARK","27001","5-17 5-17","77:RETAIL-MULTI TENANT","15498",NA,"956000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"7325",NA,NA,NA,NA,NA,"159216.2","0.085","0.081500426","0.166500426",NA,NA,"C","28.6","209495","0.05","199020.25","0.2","4","0","0","130.546212536417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"495936",NA,NA,NA,NA,NA,NA,NA,NA
"1704","16-17-324-038-0000","16-17-324-038-0000","6326  ROOSEVELT OAK PARK","27001","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","5472",NA,"466000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3915",NA,NA,NA,NA,NA,"79893.9531","0.09","0.081500426","0.171500426",NA,NA,"C","27.54","107819.1","0.05","102428.145","0.22","4","0","0","118.991774399441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"175104",NA,NA,NA,NA,NA,NA,NA,NA
"1705","16-18-203-033-0000","16-18-203-032-0000 16-18-203-033-0000","611  MADISON OAK PARK","27001","5-90 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","9000",NA,"439000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2912",NA,NA,NA,NA,NA,"75246.08","0.09","0.081500426","0.171500426",NA,NA,"C","34","99008","0.05","94057.6","0.2","4","0","0","150.670179676405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288000",NA,NA,NA,NA,NA,NA,NA,NA
"1706","16-06-318-024-0000","16-06-318-024-0000","1050  CHICAGO OAK PARK","27001","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","7500",NA,"502000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3030",NA,NA,NA,NA,NA,"86124.72","0.09","0.0815002058909831","0.171500205890983",NA,NA,"C","37.4","113322","0.05","107655.9","0.2","4","0","0","165.737410356628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240000",NA,NA,NA,NA,NA,NA,NA,NA
"1707","16-18-307-032-0000","16-18-307-032-0000","821  GARFIELD OAK PARK","27001","5-17","56:OFFICE-MULTITENANT","3977",NA,"245000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2102",NA,NA,NA,NA,NA,"42091.2888","0.09","0.081500426","0.171500426",NA,NA,"C","26.4","55492.8","0.075","51330.84","0.18","4","0","0","116.760059826324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127264",NA,NA,NA,NA,NA,NA,NA,NA
"1708","16-18-329-036-0000","16-18-329-036-0000","6806  ROOSEVELT OAK PARK","27001","5-17","69:RETAIL-BARS/TAVERNS","2976",NA,"308000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2642",NA,NA,NA,NA,NA,"48221.784","0.075","0.0815001146408921","0.156500114640892",NA,NA,"C","23.4","61822.8","0","61822.8","0.22","4","0","0","116.62611265098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95232",NA,NA,NA,NA,NA,NA,NA,NA
"1709","16-07-325-018-0000","16-07-325-018-0000 16-07-325-019-0000 16-07-325-021-0000 16-07-325-022-0000","916  MADISON OAK PARK","27001","5-17 5-17 5-90 5-90","77:RETAIL-MULTI TENANT","26400",NA,"2287000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"17264",NA,NA,NA,NA,NA,"380785.245984","0.085","0.0815007969958713","0.166500796995871",NA,NA,"C","28.314","488812.896","0.05","464372.2512","0.18","4","0","0","132.471473998692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"844800",NA,NA,NA,NA,NA,NA,NA,NA
"1710","16-05-326-024-0000","16-05-326-024-0000","30  CHICAGO OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","10600",NA,"592000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"7100",NA,NA,NA,NA,NA,"98487.792","0.085","0.081500426","0.166500426",NA,NA,"C","18.72","132912","0.05","126266.4","0.22","4","0","0","83.3122192732408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"339200",NA,NA,NA,NA,NA,NA,NA,NA
"1711","16-07-306-002-0000","16-07-306-002-0000","811  SOUTH OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","3685",NA,"332000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2695",NA,NA,NA,NA,NA,"55356.7014","0.085","0.081500426","0.166500426",NA,NA,"C","27.72","74705.4","0.05","70970.13","0.22","4","0","0","123.366170846914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117920",NA,NA,NA,NA,NA,NA,NA,NA
"1712","16-07-118-063-0000","16-07-118-063-0000","479 N HARLEM OAK PARK","27002","5-17","77:RETAIL-MULTI TENANT","604.4524",NA,"382000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2496",NA,NA,NA,NA,NA,"65103.6672","0.085","0.0853778434302708","0.170377843430271",NA,NA,"C","34.32","85662.72","0.05","81379.584","0.2","4","0","0","153.090328383425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17386",NA,NA,NA,NA,NA,NA,NA,NA
"1713","16-07-102-003-0000","16-07-102-003-0000 16-07-102-004-0000","1037  CHICAGO OAK PARK","27001","5-17 5-90","57:OFFICE-SINGLETENANT","13867",NA,"645000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"5228",NA,NA,NA,NA,NA,"112277.411532","0.0925","0.0815008094826916","0.174000809482692",NA,NA,"C","28.314","148025.592","0.075","136923.6726","0.18","4","0","0","123.425684419798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443744",NA,NA,NA,NA,NA,NA,NA,NA
"1714","16-06-317-030-0000","16-06-317-030-0000","1130  CHICAGO OAK PARK","27001","5-17","86:RETAIL-RESTAURANTS","4250",NA,"439000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3150",NA,NA,NA,NA,NA,"70879.606875","0.08","0.0815008023984445","0.161500802398445",NA,NA,"C","32.67","102910.5","0.05","97764.975","0.275","4","0","0","139.327248941376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136000",NA,NA,NA,NA,NA,NA,NA,NA
"1715","16-07-125-019-0000","16-07-125-019-0000","105 N MARION OAK PARK","27002","5-17","86:RETAIL-RESTAURANTS","3757",NA,"604000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3538",NA,NA,NA,NA,NA,"99824.67","0.08","0.0853763715","0.1653763715",NA,NA,"C","39.6","140104.8","0.05","133099.56","0.25","4","0","0","170.610829975793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120224",NA,NA,NA,NA,NA,NA,NA,NA
"1716","16-06-102-006-0000","16-06-102-006-0000","7015  NORTH OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","3125",NA,"221000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"1625",NA,NA,NA,NA,NA,"36716.1795","0.085","0.0814999699795771","0.166499969979577",NA,NA,"C","30.492","49549.5","0.05","47072.025","0.22","4","0","0","135.7031596028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1717","16-06-200-001-0000","16-06-200-001-0000 16-06-200-002-0000 16-06-200-003-0000","6749  NORTH OAK PARK","27001","5-17 5-17 5-17","75:RETAIL-STRIP CENTER","10216",NA,"620000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3786",NA,NA,NA,NA,NA,"100132.128","0.08","0.0815009751979461","0.161500975197946",NA,NA,"C","34.8","131752.8","0.05","125165.16","0.2","4","0","0","163.763717015229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326912",NA,NA,NA,NA,NA,NA,NA,NA
"1718","16-06-317-021-0000","16-06-317-021-0000","1112  CHICAGO OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","11243",NA,"517000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3600",NA,NA,NA,NA,NA,"86074.56","0.085","0.0815006318429439","0.166500631842944",NA,NA,"C","31.46","113256","0.05","107593.2","0.2","4","0","0","143.600656257889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359776",NA,NA,NA,NA,NA,NA,NA,NA
"1719","16-07-223-025-0000","16-07-223-025-0000","414  LAKE OAK PARK","27001","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","13940",NA,"434000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3024",NA,NA,NA,NA,NA,"70326.144","0.09","0.081500426","0.171500426",NA,NA,"C","30.6","92534.4","0.05","87907.68","0.2","4","1844","23972","135.603161708765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181220",NA,NA,NA,NA,NA,NA,NA,NA
"1720","16-18-103-004-0000","16-18-103-004-0000","1013  MADISON OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","3000",NA,"223000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"1440",NA,NA,NA,NA,NA,"37078.272","0.085","0.0815008834281224","0.166500883428122",NA,NA,"C","33.88","48787.2","0.05","46347.84","0.2","4","0","0","154.646626911836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96000",NA,NA,NA,NA,NA,NA,NA,NA
"1721","16-07-124-014-0000","16-07-124-014-0000","1109  LAKE OAK PARK","27002","5-17","76:RETAIL-SINGLE TENANT","2550",NA,"344000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2375",NA,NA,NA,NA,NA,"58540.482","0.085","0.0853760719726702","0.17037607197267",NA,NA,"C","33.264","79002","0.05","75051.9","0.22","4","0","0","144.671864508966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81600",NA,NA,NA,NA,NA,NA,NA,NA
"1722","16-18-224-028-0000","16-18-224-028-0000","804 S OAK PARK OAK PARK","27001","5-17","86:RETAIL-RESTAURANTS","4536",NA,"464000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3662",NA,NA,NA,NA,NA,"74909.41425","0.08","0.081500426","0.161500426",NA,NA,"C","29.7","108761.4","0.05","103323.33","0.275","4","0","0","126.661430602047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145152",NA,NA,NA,NA,NA,NA,NA,NA
"1723","16-05-326-027-0000","16-05-326-027-0000","14  CHICAGO OAK PARK","27001","5-17","83:RETAIL-LAUNDROMAT","11250",NA,"536000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"4500",NA,NA,NA,NA,NA,"86568.75","0.08","0.0815006692826751","0.161500669282675",NA,NA,"C","27","121500","0.05","115425","0.25","4","0","0","119.117153417665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360000",NA,NA,NA,NA,NA,NA,NA,NA
"1724","16-18-324-030-0000","16-18-324-030-0000","7056  ROOSEVELT OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","4106",NA,"338000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3872",NA,NA,NA,NA,NA,"56358.97344","0.085","0.081500426","0.166500426",NA,NA,"C","20.16","78059.52","0.05","74156.544","0.24","4","0","0","87.4203168705406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131392",NA,NA,NA,NA,NA,NA,NA,NA
"1725","16-17-330-029-0000","16-17-330-029-0000","6046  ROOSEVELT OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","7425",NA,"576000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"7134",NA,NA,NA,NA,NA,"95914.518336","0.085","0.0815005298736724","0.166500529873672",NA,NA,"C","18.144","129439.296","0.05","122967.3312","0.22","4","0","0","80.7487159962842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237600",NA,NA,NA,NA,NA,NA,NA,NA
"1726","16-07-218-006-0000","16-07-218-006-0000 16-07-218-016-0000 16-07-218-024-0000","722  LAKE OAK PARK","27001","5-17 5-17 5-90","77:RETAIL-MULTI TENANT","26358",NA,"2394000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"20331",NA,NA,NA,NA,NA,"398606.983632","0.085","0.0815005378306504","0.16650053783065",NA,NA,"C","25.168","511690.608","0.05","486106.0776","0.18","4","0","0","117.752604618859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"843456",NA,NA,NA,NA,NA,NA,NA,NA
"1727","16-17-300-001-0000","16-17-300-001-0000","900 S RIDGELAND OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","6931",NA,"465000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"4060",NA,NA,NA,NA,NA,"77437.7604","0.085","0.081500426","0.166500426",NA,NA,"C","25.74","104504.4","0.05","99279.18","0.22","4","0","0","114.554301500706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221792",NA,NA,NA,NA,NA,NA,NA,NA
"1728","16-07-423-023-0000","16-07-423-023-0000","410  MADISON OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","3075",NA,"222000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2000",NA,NA,NA,NA,NA,"36972.936","0.085","0.0815008376869276","0.166500837686928",NA,NA,"C","24.948","49896","0.05","47401.2","0.22","4","0","0","111.029279232578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98400",NA,NA,NA,NA,NA,NA,NA,NA
"1729","16-07-109-001-0000","16-07-109-001-0000 16-07-109-002-0000 16-07-109-005-0000","531 N HARLEM OAK PARK","27001","5-17 5-17 5-90","88:RETAIL-FAST FOOD","18950",NA,"690000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2325",NA,NA,NA,NA,NA,"63413.2125","0.085","0.0815008832262463","0.166500883226246",NA,NA,"C","39.6","92070","0.05","87466.5","0.275","4","9650","308800","163.809941854414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606400",NA,NA,NA,NA,NA,NA,NA,NA
"1730","16-06-317-019-0000","16-06-317-019-0000","1118  CHICAGO OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","6293",NA,"607000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"4750",NA,NA,NA,NA,NA,"101080","0.085","0.0815002420198968","0.166500242019897",NA,NA,"C","28","133000","0.05","126350","0.2","4","0","0","127.807622030105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201376",NA,NA,NA,NA,NA,NA,NA,NA
"1731","16-07-126-019-0000","16-07-126-019-0000","124 N MARION OAK PARK","27002","5-17","86:RETAIL-RESTAURANTS","3421",NA,"430000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2520",NA,NA,NA,NA,NA,"71101.8","0.08","0.0853763715","0.1653763715",NA,NA,"C","39.6","99792","0.05","94802.4","0.25","4","0","0","170.610829975792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109472",NA,NA,NA,NA,NA,NA,NA,NA
"1732","16-07-126-020-0000","16-07-126-020-0000","122 N MARION OAK PARK","27002","5-17","86:RETAIL-RESTAURANTS","3421",NA,"430000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2520",NA,NA,NA,NA,NA,"71101.8","0.08","0.0853766067439237","0.165376606743924",NA,NA,"C","39.6","99792","0.05","94802.4","0.25","4","0","0","170.610587286322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109472",NA,NA,NA,NA,NA,NA,NA,NA
"1733","16-06-101-011-0000","16-06-101-011-0000 16-06-101-012-0000 16-06-101-013-0000 16-06-101-014-0000","7035  NORTH OAK PARK","27001","5-17 5-17 5-17 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","12567",NA,"1385000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"9285",NA,NA,NA,NA,NA,"237525.156","0.09","0.0815008250490735","0.171500825049073",NA,NA,"C","33.66","312533.1","0.05","296906.445","0.2","4","0","0","149.163130805231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"402144",NA,NA,NA,NA,NA,NA,NA,NA
"1734","16-18-402-005-0000","16-18-402-005-0000 16-18-402-006-0000 16-18-402-007-0000 16-18-402-008-0000","401  HARRISON OAK PARK","27001","5-17 5-17 5-17 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","14655",NA,"1072000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"6602",NA,NA,NA,NA,NA,"173111.96628","0.08","0.0815010994626209","0.161501099462621",NA,NA,"B","33.66","222223.32","0.05","211112.154","0.18","4","0","0","162.35889469018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"468960",NA,NA,NA,NA,NA,NA,NA,NA
"1735","16-17-103-001-0000","16-17-103-001-0000","217  MADISON OAK PARK","27001","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","9433",NA,"751000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2280",NA,NA,NA,NA,NA,"112285.44","0.07","0.081500426","0.151500426",NA,NA,"B","64.8","147744","0.05","140356.8","0.2","4","313","10016","325.068392876994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301856",NA,NA,NA,NA,NA,NA,NA,NA
"1736","16-08-321-029-0000","16-08-321-029-0000","100  MADISON OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","3444",NA,"290000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3245",NA,NA,NA,NA,NA,"48244.79088","0.085","0.081500426","0.166500426",NA,NA,"C","20.592","66821.04","0.05","63479.988","0.24","4","0","0","89.2936093749093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110208",NA,NA,NA,NA,NA,NA,NA,NA
"1737","16-05-105-037-0000","16-05-105-037-0000","6045 W NORTH OAK PARK","27001","5-17","83:RETAIL-LAUNDROMAT","6250",NA,"529000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"4000",NA,NA,NA,NA,NA,"85500","0.08","0.0815006318429439","0.161500631842944",NA,NA,"C","30","120000","0.05","114000","0.25","4","0","0","132.352423368763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1738","16-07-101-019-0000","16-07-101-019-0000","1115  CHICAGO OAK PARK","27001","5-17","87:RETAIL-RESTAURANTS (FRANCHISE)","3613",NA,"587000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3510",NA,NA,NA,NA,NA,"94776.16005","0.08","0.081500426","0.161500426",NA,NA,"C","39.204","137606.04","0.05","130725.738","0.275","4","0","0","167.193088394702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115616",NA,NA,NA,NA,NA,NA,NA,NA
"1739","16-08-319-026-0000","16-08-319-026-0000","238  MADISON OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","4100",NA,"391000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3876",NA,NA,NA,NA,NA,"65139.59088","0.085","0.0815008357537267","0.166500835753727",NA,NA,"C","22.68","87907.68","0.05","83512.296","0.22","4","0","0","100.935709565193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131200",NA,NA,NA,NA,NA,NA,NA,NA
"1740","16-08-318-004-0000","16-08-318-004-0000 16-08-318-005-0000","318  MADISON OAK PARK","27001","5-17 5-90","76:RETAIL-SINGLE TENANT","17875",NA,"699000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2578",NA,NA,NA,NA,NA,"76035.73824","0.085","0.0815003490519005","0.166500349051901",NA,NA,"C","36.96","95282.88","0.05","90518.736","0.16","4","7563","242016","177.141250261321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"572000",NA,NA,NA,NA,NA,NA,NA,NA
"1741","16-07-321-017-0000","16-07-321-016-0000 16-07-321-017-0000","1148  MADISON OAK PARK","27001","5-90 5-17","89:RETAIL-FAST FOOD (FRANCHISE)","37075",NA,"1525000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2940",NA,NA,NA,NA,NA,"108252.4905","0.07","0.081500426","0.151500426",NA,NA,"B","53.46","157172.4","0.05","149313.78","0.275","4","25315","810080","243.03941561194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1186400",NA,NA,NA,NA,NA,NA,NA,NA
"1742","16-07-124-012-0000","16-07-124-012-0000","1113  LAKE OAK PARK","27002","5-17","86:RETAIL-RESTAURANTS","2411",NA,"353000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2380",NA,NA,NA,NA,NA,"58421.979","0.08","0.0853766506765332","0.165376650676533",NA,NA,"C","35.64","84823.2","0.05","80582.04","0.275","4","0","0","148.431171508078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77152",NA,NA,NA,NA,NA,NA,NA,NA
"1743","16-18-200-003-0000","16-18-200-003-0000 16-18-200-004-0000","733  MADISON OAK PARK","27001","5-17 5-90","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","15000",NA,"1339000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"7500",NA,NA,NA,NA,NA,"216324.405","0.08","0.0815006730116575","0.161500673011657",NA,NA,"B","37.026","277695","0.05","263810.25","0.18","4","0","0","178.595255748055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"480000",NA,NA,NA,NA,NA,NA,NA,NA
